settlement_type,old_name,new_name,raion,oblast,date_rename,decision_rename,who_rename,decision-publish_rename,vidomosti
село,Радянське,Романівка,Бердичівський,Житомирська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Радянське,Графське,Вовчанський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Радянське,Степове,Лозівський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Радянське,Кільчень,Магдалинівський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Радянське,Соснівка,Переяслав-Хмельницький,Київська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Радянське,Болотишине,Білопільський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Радянське,Слобода,Лебединський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
селище,Радянське,Мала Корчаківка,Сумський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
селище,Радянське,Миролюбівка,Білозерський,Херсонська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Радянське,Лавринове,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Радянське,Радянське,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Радянське,Горіхова Балка,Сорокинський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Радянське,Радянське,Сорокинський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Радянське,Вишневе,Солонянський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Радянське,П'яннє,Млинівський,Рівненська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Радянське,Придніпрянське,Кобеляцький,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Радянське,Рідний Край,Ізюмський,Харківська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Радянське,Слобода,Городнянський,Чернігівська,12.05.2016,"1353-VIII, ч. 5",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Радянське,Княжа Криниця,Крижопільський,Вінницька,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Радянське,Літинські Хутори,Літинський,Вінницька,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Радянське,Пономаренки,Великописарівський,Сумська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Радянське,Таврійське,Генічеський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Радянське,Іванківці,Деражнянський,Хмельницька,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Радянське Загір'я,Загір'я,Тлумацький,Івано-Франківська,09.07.2003,1080-IV,Верховна Рада України,06.02.2004,"6, ст.44"
село,Ракове,Раково,Перечинський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Ракове,Ракова,Старосамбірський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Ракошин,Ракошино,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Рафайлове,Рафайново,Берегівський,Закарпатська,23.12.1992,,Закарпатська обласна рада,20.04.1993,"16, стор.430"
село,Реводарівка,Водолага,Лозівський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Революційне,Бугаївка,Вовчанський,Харківська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Решетники,Старі Санжари,Новосанжарський,Полтавська,20.04.1992,2278-XII,Верховна Рада України,28.07.1992,"30, ст. 430"
село,Ришин,Рішин,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Рівне,Серне,Мукачівський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
місто,Ровно,Рівне,Ровно,Рівненська,11.06.1991,1183-XII,Верховна Рада України,23.07.1991,"30, ст. 395"
село,Рогізна,Рогізно,Самбірський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 253-254"
село,Рогізне,Рогізно,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Рогізне,Рогізно,Жидачівський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 251"
село,Розваряни,Розворяни,Золочівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Роздільне,Березівка,Долинський,Кіровоградська,26.10.1992,2716-XII,Верховна Рада України,10.11.1992,"45, ст. 623"
смт,Роздол,Розділ,Миколаївський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 251"
смт,Роздол,Розділ,Миколаївський,Львівська,24.03.1992,2219-XII,Верховна Рада України,30.06.1992,"26, ст. 374"
село,Рози Люксембург,Нове Шахове,Добропільський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Рози Люксембург,Херсонське,Генічеський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Рози Люксембург,Олександрівське,Новоазовський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Рози Люксембург,Гречані Поди,Широківський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Розівка,Андріївка,Сватівський,Луганська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Розівка,Олександропіль,Ясинуватський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Розсоховата,Росоховата,Іллінецький,Вінницька,12.11.1993,,Вінницька обласна рада,28.04.2006,"17, стор.675"
село,Розсохувата,Розсоховата,Іллінецький,Вінницька,12.11.1993,,Вінницька обласна рада,21.12.1993,"51, стор. 1175"
село,Рокосів,Рокосово,Хустський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Романини,Романіни,Славутський,Хмельницька,03.09.1993,,Хмельницька обласна рада,02.11.1993,"44, стор. 1044"
село,Ромаш,Ромош,Сокальський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Рубанівка,Татаринів,Городоцький,Львівська,15.12.1992,2856-XII,Верховна Рада України,09.02.1993,"6, ст. 46"
село,Рудка,Цигани,Борщівський,Тернопільська,20.04.1992,2279-XII,Верховна Рада України,28.07.1992,"30, ст. 431"
село,Рудне,Рудня,Самбірський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 253-254"
село,Руднівка,Хвалибога,Городенківський,Івано-Франківська,11.06.1993,3278-XII,Верховна Рада України,20.07.1993,"29, ст. 317"
село,Рулеве,Рулево,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Русава-Радянка,Русава,Томашпільський,Вінницька,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Руськи Комарівці,Руські Комарівці,Ужгородський,Закарпатська,20.11.1997,,Закарпатська обласна рада,13.02.1998,"2, стор.31"
село,Самусівка,Самусіївка,Кременчуцький,Полтавська,07.10.2004,2072-IV,Верховна Рада України,05.11.2004,"45, ст.510"
село,Сапановчик,Сапанівчик,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Сасове,Сасово,Виноградівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Сасове,Сасово,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Свердлівка,Пеньківка,Липовецький,Вінницька,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Свердлове,Іванове,Комінтернівський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
селище,Свердлове,Зарічне,Середино-Будський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
смт,Свердлове,Холодне,Макіївка,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Свердлове,Златопілля,Бобринецький,Кіровоградська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Свердловка,Вільне,Світловодський,Кіровоградська,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Свердловка,Новоєгорівка,Сватівський,Луганська,19.05.2016,1374-VIII,Верховна Рада України,10.06.2016,"24, ст. 494"
село,Свердловка,Твердохлібове,Сватівський,Луганська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Свердловка,Деснянське,Коропський,Чернігівська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
місто,Свердловськ,Довжанськ,Довжанськ,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Свердловське,Вишневе,Кобеляцький,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Свердловське,Спаське,Широківський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Світанок,Чесний Хрест,Володимир-Волинський,Волинська,01.07.2004,1948-IV,Верховна Рада України,06.08.2004,"32,ст.401"
село,Світанок,Різдвяни,Теребовлянський,Тернопільська,31.10.1990,424-XII,Верховна Рада України,13.11.1990,"46, ст. 615"
смт,Світлодарське,Світлодарське,Дебальцеве,Донецька,26.06.1992,2508-ХІІ,Верховна Рада України,15.09.1992,"37, ст. 549"
село,Селець,Сілець,Кам'янка-Бузький,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 251"
село,Селець,Сілець,Сокальський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Селиськи,Селіски,Володимир-Волинський,Волинська,25.06.1990,,Волинська обласна рада,23.08.2002,"34, стор.856"
село,Семичів,Сенечів,Долинський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Семірівка,Семирівка,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
смт,Сентяківка,Сентянівка,Слов'яносербський,Луганська,14.07.2016,1466-VIII,Верховна Рада України,05.08.2016,"32, ст. 561"
село,Сеньків,Синків,Радехівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Сергіїва Балка,Сергієва Балка,Близнюківський,Харківська,14.03.2013,,Харківська обласна рада,01.01.2012,"довідник ""Україна. АТУ"", с. 334, 338-339"
село,Середа,Вовче,Турківський,Львівська,18.03.1991,847-ХІІ,Верховна Рада України,09.04.1991,"15, ст. 184"
село,Серпівка,Сарнівка,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
місто,Сєверодонецьк,Сєвєродонецьк,Сєвєродонецьк,Луганська,11.04.2008,,Луганська обласна рада,11.04.2008,"15, стор.424"
село,Сивка-Войнилів,Сівка-Войнилівська,Калуський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Сивка-Калуська,Сівка-Калуська,Калуський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Силець,Сілець,Тисменицький,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Сильченкове,Стара Талалаївка,Талалаївський,Чернігівська,12.05.2016,"1353-VIII, ч. 5",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Синичине,Синичено,Ізюмський,Харківська,25.06.2009,,Харківська обласна рада,14.08.2009,"32-33, стор.1252"
село,Сінне,Русивель,Гощанський,Рівненська,15.06.1992,2440-XII,Верховна Рада України,18.08.1992,"33, ст. 496"
село,Скипче,Скіпче,Городоцький,Хмельницька,13.05.2015,408-VIII,Верховна Рада України,19.06.2015,"25, ст. 211"
село,Славне,Слобідка,Козівський,Тернопільська,15.06.1992,2441-XII,Верховна Рада України,18.08.1992,"33, ст. 497"
місто,Слов'яногірськ,Святогірськ,Слов'янськ,Донецька,15.05.2003,815-IV,Верховна Рада України,05.09.2003,"36, ст.288"
село,Слюзиха,Сьозиха,Лохвицький,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Смерекове,Смереково,Великоберезнянський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Собанівка,Сабанівка,Радехівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Совєтське,Волошкове,Мелітопольський,Запорізька,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Совєтське,Степове,Первомайський,Харківська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Соломонове,Соломоново,Ужгородський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Солонці,Малі Селменці,Ужгородський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
смт,Солотвина,Солотвино,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Сонячне,Мале Попово,Берегівський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
село,Соснини,Соснина,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Соцзмагання,Василів Хутір,Чугуїв,Харківська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Сталашка,Салашка,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
смт,Станично-Луганське,Станиця Луганська,Станично-Луганський,Луганська,07.06.2007,1155-V,Верховна Рада України,24.08.2007,"34, ст.478"
село,Станишівка,Станішівка,Іванківський,Київська,09.04.2009,,Київська обласна рада,14.08.2009,"32-33, стор.1252"
село,Станкова,Станькова,Долинський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Станове,Станово,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Старе Давидкове,Старе Давидково,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Старий Ярів,Старий Яр,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Старченкове,Темрюк,Нікольський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
місто,Стаханов,Кадіївка,Кадіївка,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Стебнів,Стебні,Верховинський,Івано-Франківська,15.07.1993,,Івано-Франківська обласна рада,28.09.1993,"38, стор. 954"
село,Стерківці,Стирківці,Радехівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Стибирівка,Стиборівка,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Стільське,Стільсько,Миколаївський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Страбичове,Страбичово,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Страхолісся,Зелений Мис,Чорнобильський,Київська,23.06.1986,,Верховна Рада України,01.01.1987,"Довідник ""УРСР. АТУ"", стор. 499"
село,Стріхалюки,Стрихалюки,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Струмківка,Сюрте,Ужгородський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
село,Струтинь,Струтин,Золочівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Струтунівка,Струтинівка,Глобинський,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Студинка,Студінка,Долинський,Івано-Франківська,15.08.1989,,Івано-Франківська обласна рада,24.10.1989,"43, стор. 616-617"
село,Ступне,Ступно,Здолбунівський,Рівненська,24.10.1990,46,Рівненська обласна рада,04.12.1990,"49, стор. 928"
село,Сускове,Сусково,Свалявський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
смт,Сухоіванівське,Степногірськ,Василівський,Запорізька,24.03.1987,3728-XI,Верховна Рада України,01.04.1987,"14, ст.252"
село,Сушне,Сушно,Радехівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Танине,Сари-Баш,Первомайський,Автономна Республіка Крим,27.12.1990,614-XII,Верховна Рада України,15.01.1991,"3, ст.15"
село,Текове,Теково,Виноградівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Тельмана,Шахтарське,Павлоградський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Тельмана,Зарічне,Білозерський,Херсонська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
смт,Тельманове,Тельманове,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
смт,Тельманове,Бойківське,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
місто,Теплогірськ,Ірміно,Стаханов,Луганська,08.07.2010,2474-VI,Верховна Рада України,22.10.2010,"41-42,ст.530"
село,Тернівка,Тернавка,Сколівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Тернове,Терново,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Тисалове,Тисалово,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Тисауйфал,Тисауйфалу,Ужгородський,Закарпатська,14.11.1990,,Закарпатська обласна рада,16.04.2004,"16, стор.576"
село,Тисянка,Тисаагтелек,Ужгородський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
село,Тишивниця,Тишівниця,Сколівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Топольниця,Топільниця,Старосамбірський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Топчине,Топчино,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
місто,Торез,Чистякове,Чистякове,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
місто,Торецьк,Торецьк,Торецьк,Донецька,26.02.2016,,Донецька обласна рада,01.07.2016,"27, с. 23"
село,Третій Інтернаціонал,Третє,Устинівський,Кіровоградська,19.05.2016,1374-VIII,Верховна Рада України,10.06.2016,"24, ст. 494"
село,Трудколонія,Медичне,Васильківський,Дніпропетровська,03.06.1991,1130-XII,Верховна Рада України,02.07.1991,"27, ст. 333"
село,Трудолюбівка,Швейків,Монастириський,Тернопільська,18.03.1991,848-XII,Верховна Рада України,09.04.1991,"15, ст. 185"
селище,Ударник,Монастирське,Бериславський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Українське,Українка,Білогірський,Автономна Республіка Крим,15.03.2012,4534-VI,Верховна Рада України,19.10.2012,"42, ст. 544"
місто,Ульяновка,Благовіщенське,Благовіщенський,Кіровоградська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Ульяновка,Ожерельне,Пологівський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Ульяновка,Почаївка,Гребінківський,Полтавська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
місто,Ульяновка,Ульяновка,Благовіщенський,Кіровоградська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Улянівка,Олександрівське,Кегичівський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Улянівка,Вишневе,Маловисківський,Кіровоградська,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Улянівка,Олянівка,Зачепилівський,Харківська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Улянівка,Вознесенське,Чернігівський,Чернігівська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Улянівка,Юхт,Красилівський,Хмельницька,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Улянівка,Гаврилівка,Ізяславський,Хмельницька,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Улянівка,Малинівка,Покровський,Донецька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Улянівка,Михайлівка,Миколаївський,Миколаївська,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Улянівка,Улянівка,Покровський,Донецька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Улянівка,Княжа Лука,Хорольський,Полтавська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Улянівка,Петрашівка,Полтавський,Полтавська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Улянівка Друга,Світле,Красилівський,Хмельницька,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Улянівське,Брониви,Семенівський,Чернігівська,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Улянове,Гаївка,Теофіпольський,Хмельницька,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Уральське,Широке,Вільнянський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Урицьке,Святотроїцьке,Розівський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Урицьке,Зоряне,Запорізький,Запорізька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Урицьке,Весна,Добропільський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Устенське Друге,Дермань Друга,Здолбунівський,Рівненська,16.06.1988,6040-ХІ,Верховна Рада України,28.06.1988,"26, ст. 614"
село,Устенське Перше,Дермань Перша,Здолбунівський,Рівненська,16.06.1988,6040-ХІ,Верховна Рада України,28.06.1988,"26, ст. 614"
село,Ухожани,Новополь,Балтський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
селище,Ушиця,Нова Ушиця,Коростенський,Житомирська,20.01.2005,2373-IV,Верховна Рада України,11.02.2005,"6, ст.161"
село,Фанчикове,Фанчиково,Виноградівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Федорівка,Тудорів,Гусятинський,Тернопільська,28.11.2002,338-IV,Верховна Рада України,03.01.2003,"1, ст.6"
село,Федорівці,Тудорковичі,Сокальський,Львівська,18.03.1991,847-ХІІ,Верховна Рада України,09.04.1991,"15, ст. 184"
село,Фісуни,Фисуни,Полтавський,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Фітьків,Фитьків,Надвірнянський,Івано-Франківська,22.12.2008,,Івано-Франківська обласна рада,20.02.2009,"8,стор.328"
село,Фрунзе,Богданівка,Бобринецький,Кіровоградська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Фрунзе,Петропавлівка,Доманівський,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Фрунзе,Азовське,Генічеський,Херсонська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
смт,Фрунзе,Сентяківка,Слов'яносербський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
селище,Фрунзе,Слобідське,Харківський,Харківська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Фрунзе,Агаймани,Іванівський,Херсонська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Фрунзе,Мирне,Кобеляцький,Полтавська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
селище,Фрунзе,Вишневе,Новомосковський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
селище,Фрунзе,Вишневецьке,Синельниківський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Фрунзенка,Діброва,Сумський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
смт,Фрунзенське,Партеніт,Алушта,Автономна Республіка Крим,25.03.1993,,Верховна Рада Автономної Республіки Крим,18.05.1993,"20, стор. 535"
село,Фрунзівка,Капустяни,Решетилівський,Полтавська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
смт,Фрунзівка,Захарівка,Фрунзівський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Фрунзівка,Троїцьке,Глобинський,Полтавська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
смт,Фрунзівка,Захарівка,Захарівський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Фрунзівка,Гайове,Броварський,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Халтурине,Мартинівка,Карлівський,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
